trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
513,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
514,5,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.21805595707852,021 | 021-001 | 021-001-013 | 021-001-013-008,022,002 -> 002 -> 005,022,002 -> 002 -> 005,<E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
515,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
516,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
517,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
518,8,4,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
519,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,000,022,000,<E>,<P>
520,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
521,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
522,5,1,4,5,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.25,0.5,0.4833333333333334,0.19999999999999996,0.19999999999999996,0.25,0.5543714015187204,021,001 -> 013 -> 008 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 013 -> 008 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
523,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
524,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
525,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
526,12,1,11,5,0.0,0.0,0.0,0.0,0.18181818181818177,0.18181818181818177,0.4,0.3181818181818182,0.4303030303030304,0.18181818181818177,0.09090909090909094,0.4,0.4683646911300893,021,001 -> 014 -> 007 -> 008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 007 -> 008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
527,11,8,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-004 | 021-001-004-007 | 021-001-004-007-008 | 021-001-004-007-008-001 | 021-001-004-007-008-001-004 | 021-001-004-007-008-001-004-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
528,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
529,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
530,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
531,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
532,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
533,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
534,8,3,5,2,0.2,0.2,0.4,0.26666666666666666,0.19999999999999996,0.19999999999999996,0.0,0.3,0.5666666666666667,0.19999999999999996,0.19999999999999996,0.5,0.3593824977227411,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
535,8,4,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
536,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
537,7,1,6,5,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.4,0.5833333333333334,0.5777777777777778,0.33333333333333337,0.16666666666666663,0.4,0.5815120854632312,021,001 -> 004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
538,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
539,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
540,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
541,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
542,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
543,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
544,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
545,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
546,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
547,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
548,10,7,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.22629438553091674,021 | 021-001 | 021-001-013 | 021-001-013-001 | 021-001-013-001-014 | 021-001-013-001-014-015 | 021-001-013-001-014-015-002,005 -> 006 -> 022,000,005 -> 006 -> 022,000,Request_Payment -> Payment_Handled -> <E>,<P>
549,8,1,7,5,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.2857142857142857,0.2857142857142857,0.4,0.5,0.5619047619047619,0.2857142857142857,0.1428571428571429,0.4,0.5459058230651164,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
550,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
551,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
552,7,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
553,8,5,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
554,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
555,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
556,8,1,7,5,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.2857142857142857,0.2857142857142857,0.4,0.5,0.5619047619047619,0.2857142857142857,0.1428571428571429,0.4,0.5459058230651164,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 002 -> 022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
557,8,2,6,4,0.16666666666666666,0.16666666666666666,0.5,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.611111111111111,0.33333333333333337,0.16666666666666663,0.5,0.5786148474009576,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
558,7,2,5,4,0.2,0.2,0.6,0.3,0.4,0.4,0.5,0.6,0.6333333333333333,0.4,0.19999999999999996,0.5,0.6244543138088698,021 | 021-001,004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,004 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
559,10,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.20751874963942196,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-002 | 021-001-013-008-001-014-002-005,006 -> 022,000,006 -> 022,000,Payment_Handled -> <E>,<P>
560,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
561,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,000,022,000,<E>,<P>
562,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
563,7,3,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
564,8,2,6,4,0.16666666666666666,0.16666666666666666,0.5,0.25,0.33333333333333337,0.33333333333333337,0.5,0.5,0.611111111111111,0.33333333333333337,0.16666666666666663,0.5,0.5786148474009576,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,014 -> 015 -> 002 -> 005 -> 006 -> 022,002 -> 002 -> 002 -> 022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
565,8,3,5,2,0.2,0.2,0.4,0.26666666666666666,0.19999999999999996,0.19999999999999996,0.0,0.3,0.5666666666666667,0.19999999999999996,0.19999999999999996,0.5,0.3593824977227411,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,015 -> 002 -> 005 -> 006 -> 022,002 -> 002,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
566,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,000,022,000,<E>,<P>
567,3,1,2,5,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,0.5,0.3,0.0,0.19999999999999996,0.19999999999999996,0.5,0.6715723007005933,021,012 -> 022,002 -> 002 -> 002 -> 002 -> 022,012 -> 022,002 -> 002 -> 002 -> 002 -> 022,SAVED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> <E>
568,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
569,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,000,000,000,<P>,<P>
570,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,000,022,000,<E>,<P>
571,9,8,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,000,000,000,<P>,<P>
572,7,4,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333333,0.7999999999999999,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,005,005 -> 006 -> 022,005,Request_Payment -> Payment_Handled -> <E>,Request_Payment
573,8,4,4,2,0.25,0.25,0.5,0.3333333333333333,0.25,0.25,0.0,0.375,0.5833333333333334,0.25,0.25,0.5,0.4025062498798073,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,002 -> 002,002 -> 005 -> 006 -> 022,002 -> 002,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR
574,6,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.49818386958356364,021 | 021-001 | 021-001-013 | 021-001-013-008,012 -> 022,002 -> 002 -> 005,012 -> 022,002 -> 002 -> 005,SAVED_by_EMPLOYEE -> <E>,FINAL_APPROVED_by_SUPERVISOR -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment
